row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Si11_35840.mzXML Peak area,Si11_35844.mzXML Peak area,Si11_35845.mzXML Peak area,Si11_35843.mzXML Peak area,Si11_35842.mzXML Peak area,Si11_35839.mzXML Peak area,Si11_35841.mzXML Peak area
4,128.019384588775,1.0352095,,,,0,,,,,,,117.09346,134.99232,132.74516,141.41896,147.28804,133.50662,122.8378
7,125.986378547062,1.0336548,,,,0,,,,,,,157.5278,169.02231,166.04854,201.38834,173.37073,134.8563,130.8493
8,151.949833355087,1.0366952,,,,0,,,,,,,124.540474,180.7441,177.41968,313.3064,168.20766,118.5837,131.89983
14,110.008798910594,1.0366952,,,,0,,,,,,,266.54068,351.86343,357.2572,380.54117,299.19006,265.56912,239.54962
15,149.952955436702,1.0382024,,,,0,,,,,,,232.31865,349.92484,296.98395,562.2013,312.85022,221.14134,220.82051
16,105.963055119061,1.0382023,,,,0,,,,,,,49.535973,86.11514,71.26489,142.68994,78.82357,47.23188,52.905582
22,141.95872750246,1.0575548,,,,,,,,,,,207.11124,134.72386,263.44693,145.90437,27.8648,49.41255,169.45982
26,107.049205651981,1.4259523,,,,13,3,[M+H]+,,2,32;26,106.04195,331.69217,395.171,377.02448,373.84436,340.45682,287.3766,387.30957
27,135.044149996334,1.4259523,,,,13,2,[M+H]+,,2,28;27,134.03689,2303.7354,2557.2263,2642.1504,2486.2964,2389.675,2070.3335,2406.7761
28,152.0707339747,1.4259523,,,,13,2,[M+NH4]+,,2,28;27,134.03689,1333.4598,1484.2509,1507.2046,1479.2633,1352.6516,1266.3595,1418.6542
29,202.180267472677,1.4259644,,,,13,,,,,,,65.80934,69.991684,74.81774,66.85794,79.41413,76.40607,80.856125
31,85.0588965225131,1.4274595,,,,13,,,,,,,61.017418,73.88307,54.405342,71.85272,64.71845,63.87419,55.666306
32,106.065222427395,1.4304739,,,,13,3,[M-H2O+NH4]+,,2,32;26,106.04195,225.84772,267.80695,262.83743,254.27908,221.21495,202.00896,231.85541
33,152.0706888838,1.6199762,,,,34,4,[M+NH4]+,,2,33;34,134.03687,364.844,424.68124,391.695,378.25833,361.37393,317.4977,385.38583
34,135.044152826749,1.6269548,,,,34,4,[M+H]+,,2,33;34,134.03687,667.75726,727.8448,715.85925,730.1654,655.6814,583.7423,641.795
35,107.049202940702,1.6224525,,,,34,,,,,,,60.452023,84.8371,94.404396,97.21919,24.134426,59.50424,70.607254
36,217.104705482551,5.7096095,,,,38,5,[M+Na]+,,2,36;37,194.11549,383.97946,480.81918,474.12714,471.691,394.71744,403.57437,442.47348
37,195.122776142825,5.7096305,,,,38,5,[M+H]+,,2,36;37,194.11549,319.47162,263.3211,235.73978,284.7216,295.79715,318.42123,304.96088
38,256.175563363962,6.385929,,,,39,6,[M+NH4]+,,3,40;39;38,238.14166,48.57967,34.23257,46.09854,42.037533,43.249977,69.61652,59.29829
39,239.14892106315,6.3852315,,,,39,6,[M+H]+,,3,40;38;39,238.14166,559.98145,525.7143,506.0775,543.2574,510.7639,601.8358,550.8795
40,261.130805850698,6.3854556,,,,39,6,[M+Na]+,,3,40;38;39,238.14166,380.73904,480.14032,453.20636,459.63995,412.9863,366.79288,397.5555
41,300.201549043007,6.862,,,,45,7,[M+NH4]+,,3,42;41;43,282.16779,85.46335,79.47057,68.00353,72.06205,82.55327,100.688545,94.28884
42,283.175103258758,6.8621573,,,,45,7,[M+H]+,,3,42;41;43,282.16779,155.09868,153.23651,152.94151,148.10934,139.368,147.46939,152.19139
43,305.157026353489,6.863772,,,,45,7,[M+Na]+,,3,42;41;43,282.16779,116.07401,131.20149,147.23973,129.53769,107.25881,103.64497,124.27268
45,188.093146611991,7.0220337,,,,1,,,,,,,61.45415,70.01944,63.866615,20.886065,56.325813,61.47583,67.54155
46,453.15025637251,7.020636,,,,1,8,[2M+Na]+,,2,48;46,215.08065,72.6199,94.20912,80.207016,69.39833,78.85452,63.26765,86.955925
47,148.061846998775,7.022171,,,,1,,,,,,,516.32465,522.77124,520.8848,527.40375,486.74722,526.98505,512.6618
48,216.087972017302,7.022171,,,,1,8,[M+H]+,,3,46;48;49,215.08065,22854.475,23621.426,23449.459,23530.62,22462.441,22919.873,23379.129
49,238.06996393035,7.0235815,,,,1,8,[M+Na]+,,2,48;49,215.08065,309.39685,327.2593,301.41122,319.036,285.13684,311.7279,336.34164
51,344.227680821481,7.246959,,,,,,,,,,,67.099815,55.009598,45.407856,73.25214,59.995937,67.5303,59.512047
52,166.058034894928,8.241506,,,,17,,,,,,,78.38695,79.3363,82.837944,84.94894,46.19175,82.06678,85.35441
53,119.049165007031,8.235369,,,,17,,,,,,,146.129,162.89296,149.4121,145.96638,131.39333,137.14333,148.55484
54,147.044023953783,8.235436,,,,17,9,[M-H2O+H]+,,2,56;54,164.04733,1191.9857,1366.748,1305.4498,1314.1415,1208.2004,1203.7617,1305.287
55,165.054598966462,8.235436,,,,17,9,[M+H]+,,2,56;55,164.04733,815.12744,906.9955,840.91956,864.4194,808.8299,822.7444,910.13544
56,187.036563515504,8.241527,,,,17,9,[M+Na]+,,3,56;54;55,164.04733,50.269207,59.25903,48.276897,51.932606,50.14175,37.22571,63.508957
57,148.047456910031,8.23995,,,,17,,,,,,,115.34569,123.007286,101.578186,119.17151,60.64787,113.68278,116.2311
59,334.062845058045,8.522458,,,,3,,,,,,,325.29034,358.31116,368.067,341.7391,345.67447,325.46094,334.93723
61,633.141951333268,8.52845,,,,3,10,[M+Na]+,,3,65;61;63,610.1525,1492.76,1603.2638,1583.0509,1628.4307,1528.6696,1423.1592,1503.5773
62,465.102551704619,8.529936,,,,3,,,,,,,273.7079,297.43686,300.23926,299.87988,295.5858,270.86575,290.3872
63,611.160085822565,8.529936,,,,3,10,[M+H]+,,3,61;63;69,610.1525,5102.691,5311.6743,5264.9077,5417.285,5248.042,5011.505,5156.1533
64,630.1338690124,8.529962,,,,3,,,,,,,259.11914,330.17807,369.68915,344.48087,303.76846,215.26137,278.59988
65,1221.31191455733,8.529936,,,,3,10,[2M+H]+,,2,65;61,610.1525,196.10696,189.66808,177.28316,202.01012,193.52988,198.33165,185.15948
67,303.050001442021,8.531481,,,,3,,,,,,,929.57477,987.32153,949.83026,956.2249,908.436,962.9127,913.2441
69,1243.29345388342,8.531481,,,,3,10,[2M+Na]+,,2,63;69,610.1525,426.58847,434.0763,447.2719,445.36734,426.9073,434.77393,420.2539
70,137.049641405822,8.566164,,,,32,,,,,,,62.35398,28.728773,58.201294,63.772003,66.412125,47.107056,61.448704
72,401.081054944633,8.564608,,,,32,,,,,,,140.63643,182.97581,195.29141,183.0088,168.78568,132.86125,148.96957
74,135.044096607706,8.569238,,,,32,12,[M-H2O+H]+,,3,76;77;74,152.04737,10125.988,10453.118,9732.288,10510.784,10630.061,10896.023,10013.131
75,153.05469593931,8.569238,,,,32,12,[M+H]+,,3,76;75;77,152.04737,2919.2344,2899.3462,2723.793,2979.236,3016.1384,3034.531,2839.8948
76,175.03664806583,8.569238,,,,32,12,[M+Na]+,,3,76;75;74,152.04737,2406.7617,2994.2185,2763.9683,2920.5417,2723.1265,2485.3389,2499.168
77,327.083706613803,8.569238,,,,32,12,[2M+Na]+,,3,75;74;77,152.04737,105.19637,140.60094,123.975204,131.62953,122.73552,116.224655,103.78725
79,177.054678413708,8.6561985,,,,24,13,[M-H2O+H]+,,2,79;81,194.05802,2287.9897,2535.0823,2447.276,2463.8674,2422.1516,2254.2935,2364.0957
80,195.065292054669,8.6561985,,,,24,13,[M+H]+,,2,81;80,194.05802,1146.485,1276.2698,1220.398,1242.2532,1237.0197,1147.6841,1218.5444
81,217.047282328439,8.660636,,,,24,13,[M+Na]+,,3,79;81;80,194.05802,81.07219,103.604836,93.11676,103.203476,90.208405,83.30417,97.53512
82,149.059858737117,8.666762,,,,24,,,,,,,66.35541,69.66047,67.58679,72.54519,73.249664,69.13049,79.398026
83,196.068685012485,8.662308,,,,24,,,,,,,117.94739,142.94775,147.99945,134.44812,125.862465,133.43544,130.06235
84,178.058115024684,8.662214,,,,24,,,,,,,252.3093,262.756,265.70108,278.71674,261.5876,251.9572,234.64485
85,595.164973213033,8.9524975,,,,36,14,[M+H]+,,2,85;86,594.15771,101.34252,116.86582,95.021645,97.53018,94.27655,88.032326,88.38904
86,617.146950655821,8.955436,,,,36,14,[M+Na]+,,2,85;86,594.15771,55.699364,55.668835,50.10121,64.47818,54.7773,52.836876,53.497993
87,89.0597299965143,9.0127,,,,40,,,,,,,118.36903,87.83716,113.60719,119.42008,118.371864,119.17847,124.2248
88,163.132907120287,9.009978,,,,40,15,[M+H]+,,2,88;90,162.12561,1143.7423,963.76215,930.509,958.51276,1007.54877,1269.7517,1080.7954
90,185.114809777872,9.020486,,,,40,15,[M+Na]+,,2,88;90,162.12561,4516.2876,4747.015,4951.118,4597.451,4885.866,4626.091,4601.042
91,101.0961446401,9.020499,,,,40,,,,,,,120.75394,109.766136,120.35848,110.91166,94.674835,121.80901,121.417076
92,168.041962798413,9.037112,,,,7,16,[M+Na]+,,2,92;94,145.05275,362.32846,309.38522,334.12833,338.9434,355.31238,337.14026,344.9804
94,146.060026627018,9.037133,,,,7,16,[M+H]+,,2,92;94,145.05275,5902.641,5919.034,6406.1475,6128.3926,6032.1406,5750.6504,6047.8984
95,118.065108953882,9.038633,,,,7,,,,,,,1161.6305,1231.7343,1260.1528,1209.4999,1200.4951,1134.0114,1155.4866
96,625.175340947304,9.059759,,,,,,,,,,,91.76011,97.82567,97.17529,102.04303,100.01652,86.72897,95.952995
97,600.206628160224,9.08634,,,,,,,,,,,54.486156,57.51074,54.742508,52.129726,28.170948,47.83106,53.055325
99,247.054586602691,9.385117,,,,2,,,,,,,215.05992,178.76776,165.20024,187.07498,181.39552,192.42328,206.99147
100,459.125585859804,9.386664,,,,2,17,[M+Na]+,,2,100;106,436.13609,1348.0127,1512.184,1489.6986,1480.8813,1474.2628,1374.7626,1430.9705
101,275.091275249119,9.388164,,,,2,,,,,,,3651.756,3501.9111,3364.0203,3674.5618,3474.2534,3494.3594,3579.753
102,674.185286883771,9.388164,,,,2,,,,,,,136.50606,181.64418,183.3787,169.42241,160.59428,118.1195,136.97678
104,456.117324149153,9.388221,,,,2,,,,,,,250.99667,301.51614,298.75674,308.9251,276.67148,217.41086,257.91473
106,437.143717625504,9.389646,,,,2,17,[M+H]+,,3,110;100;106,436.13609,256.42886,284.6265,258.03992,264.29437,273.09207,252.61432,268.8547
108,107.049136319577,9.389722,,,,2,,,,,,,358.58524,329.96265,324.81345,372.70193,333.30008,336.54736,360.16742
110,895.2601459681,9.389722,,,,2,17,[2M+Na]+,,2,110;106,436.13609,200.16835,219.37013,215.29019,211.72552,209.2161,192.78809,211.78017
113,169.04954232015,9.391235,,,,2,,,,,,,220.60776,189.3173,191.2828,223.20776,194.97072,210.18152,214.31746
115,238.0492591211,9.39417,,,,2,,,,,,,302.6426,346.3242,354.2501,365.16373,307.2913,291.1765,299.21335
116,674.686997341328,9.391171,,,,2,,,,,,,93.82338,131.38339,127.27345,129.2013,110.95264,88.53146,101.134
117,438.147245665486,9.388245,,,,2,,,,,,,60.979496,58.08394,59.734875,61.590694,56.47029,54.947853,58.603268
118,229.141050772096,9.512596,,,,,,,,,,,75.26386,89.39068,82.245834,110.50296,75.174,65.86506,81.24626
119,331.208712001483,9.750183,,,,,,,,,,,28.818142,98.137634,15.523144,48.473137,27.975153,28.296698,77.93996
120,171.149144522901,9.851895,,,,,,,,,,,88.760735,43.345547,13.1180105,108.11795,43.382782,41.236156,61.47695
121,186.130732872711,10.297736,,,,,,,,,,,376.08368,34.658936,20.986233,13.621168,78.51085,100.74828,67.79138
122,186.130757445429,10.505196,,,,,,,,,,,84.694275,629.0093,49.962616,75.36403,143.5582,24.28166,15.7297945
123,130.065120407148,10.769676,,,,31,,,,,,,554.92096,610.3596,600.57294,613.27924,564.16943,536.6361,546.1426
124,179.0579684051,10.769734,,,,31,18,[M+Na]+,,2,124;125,156.06874,163.8793,163.09235,162.27147,156.98367,149.50824,162.04694,146.13245
125,157.076010259436,10.772763,,,,31,18,[M+H]+,,2,124;125,156.06874,282.11066,281.58557,255.69765,278.73654,273.02057,258.96295,268.55237
126,186.130916470864,11.021626,,,,,,,,,,,1626.649,81.153725,90.87467,33.281326,124.19295,27.067806,182.73764
127,271.059985962875,11.23388,,,,,,,,,,,68.80335,72.59778,62.256668,72.28811,65.10024,61.835377,67.96445
128,213.146141619499,11.275087,,,,,,,,,,,161.94954,169.59784,171.938,185.61398,152.89288,147.09113,166.66689
129,186.130905753077,11.289137,,,,,,,,,,,148.75824,1422.1531,1555.318,56.495228,47.165924,318.00046,207.00742
130,288.05834375127,11.410507,,,,19,,,,,,,578.5463,385.9342,356.6243,433.63757,383.06415,381.9308,618.51385
131,287.054927053769,11.409014,,,,19,19,[M+H]+,,2,133;131,286.04765,3703.334,4640.109,3971.389,4430.5376,3476.7861,3583.5002,4002.184
132,201.528542136307,11.407537,,,,19,,,,,,,36.71025,123.83918,59.841316,106.25539,119.99596,35.979122,98.487724
133,309.036859252048,11.417677,,,,19,19,[M+Na]+,,2,131;133,286.04765,54.229782,94.03684,105.73878,115.349205,52.178566,53.676857,104.63487
134,426.1332031756,11.523173,,,,,,,,,,,121.10399,128.9326,110.446655,126.18083,121.67967,118.84844,122.31595
135,266.17249572987,11.724573,,,,4,20,[M+Na]+,,3,137;136;135,243.18329,85.04892,94.4787,82.459114,86.16827,88.1341,92.16223,88.02528
136,226.17999250494,11.726103,,,,4,20,[M-H2O+H]+,,2,136;135,243.18329,141.91403,164.9704,143.95253,151.9722,139.35387,146.7667,148.85658
137,244.1905987051,11.727722,,,,4,20,[M+H]+,,1,135,243.18329,68.99077,73.19086,68.35788,67.404366,67.06505,75.175705,70.30138
138,263.056208204564,12.420552,,,,27,21,[M+Na]+,,2,139;138,240.067,61.635902,61.295147,59.838352,60.11203,60.310276,69.85692,25.608646
139,223.063729203532,12.424893,,,,27,21,[M-H2O+H]+,,2,138;139,240.067,134.69151,107.798805,116.344604,126.334496,122.30984,142.65094,108.84507
140,158.154011466096,12.505166,,,,,,,,,,,126.56511,143.31926,139.97816,127.102196,137.26471,100.51964,108.85961
141,228.195761586707,12.69451,,,,43,22,[M+H]+,,2,142;141,227.18849,305.47327,305.4472,295.3336,300.857,280.1407,308.40622,293.30197
142,250.177705520329,12.702226,,,,43,22,[M+Na]+,,2,142;141,227.18849,455.11484,467.5077,443.15927,460.54327,454.67963,456.8687,431.08835
143,274.274054176132,12.890809,,,,,,,,,,,169.51318,150.86188,184.48572,185.85487,163.61456,190.87619,184.95445
144,230.247836719607,12.938707,,,,,,,,,,,82.297935,76.387726,90.13659,93.62705,79.02484,86.97299,87.421936
145,288.289624432048,13.01297,,,,22,,,,,,,511.42963,507.49216,468.55524,482.07568,502.42203,559.28253,484.64465
146,318.300086365811,13.018339,,,,22,,,,,,,103.304985,93.906204,95.83117,116.94655,93.65128,120.19388,106.08956
147,290.268767544401,13.043519,,,,,,,,,,,65.36015,64.45541,69.32454,62.32856,38.58101,73.43748,76.21786
148,245.07830257151,13.110713,,,,42,,,,,,,214.76747,217.72435,205.00172,202.32841,220.4768,185.5779,208.55107
149,288.289632859055,13.116815,,,,42,,,,,,,662.3295,682.24054,646.4997,688.7767,633.02057,640.62805,665.35425
150,244.263414387234,13.153852,,,,,,,,,,,208.2754,221.03922,204.7557,214.69012,208.10254,153.89056,207.35446
151,339.154084925811,13.30981,,,,10,23,[M+Na]+,,2,153;151,316.1649,51.72264,50.526917,58.978966,35.30391,59.519566,47.057785,52.09172
152,161.096151185911,13.305321,,,,10,,,,,,,92.2733,93.87814,75.177505,83.95246,86.4019,86.80147,94.2423
153,317.172218028913,13.306908,,,,10,23,[M+H]+,,1,151,316.1649,50.361725,59.022583,56.55706,59.15703,61.47333,56.61146,58.023754
154,304.284566145498,13.323516,,,,,,,,,,,45.012577,72.754486,71.15564,109.88201,88.71483,43.96601,105.55436
155,288.289695949301,13.355101,,,,,,,,,,,2691.126,2767.2563,2596.9575,2705.0461,2709.0247,2622.0442,2667.7683
157,244.26354721805,13.3747425,,,,11,,,,,,,390.90494,387.5244,382.70203,414.84915,396.13522,401.39813,376.06796
159,593.101905931684,13.380745,,,,11,,,,,,,101.83002,111.19316,100.17794,107.62109,100.65509,93.74007,94.54912
160,285.075775016533,13.380812,,,,11,24,[M+H]+,,4,166;160;165;161,284.06827,12045.142,12846.136,12074.689,12584.327,12027.022,11702.231,11984.314
161,307.057737713899,13.380812,,,,11,24,[M+Na]+,,3,166;160;161,284.06827,1541.9036,1741.1672,1567.658,1670.821,1625.3678,1499.5375,1523.3398
162,200.539013529095,13.380855,,,,11,,,,,,,165.48476,185.02428,187.08276,187.27802,181.06537,177.35992,172.91862
163,304.049326531102,13.382182,,,,11,,,,,,,104.818016,135.4042,128.02217,133.66725,109.310745,79.08623,101.669014
165,591.125499503216,13.382317,,,,11,24,[2M+Na]+,,3,166;160;165,284.06827,701.9372,726.7809,658.2714,692.51373,673.02356,629.6091,657.464
166,323.031074939479,13.383859,,,,11,24,[M+K]+,,4,166;160;165;161,284.06827,129.11166,118.48777,104.6111,125.39788,106.03455,114.25026,112.73911
168,891.158521131098,13.385312,,,,11,,,,,,,74.620514,77.64018,79.17776,90.004715,82.17948,63.27945,67.68959
169,343.295554194715,13.446524,,,,,,,,,,,61.94965,77.92942,77.45701,76.00557,65.755394,78.42674,70.23373
170,304.284688190597,13.526828,,,,,,,,,,,252.52185,268.99118,252.28459,242.81624,254.20767,254.90712,261.09378
171,288.289759170508,13.621656,,,,29,25,[M+H]+,,2,171;172,287.28247,1292.7607,1399.0573,1425.9375,1350.0363,1227.2599,1217.9938,1260.2816
172,310.271683625486,13.626265,,,,29,25,[M+Na]+,,2,171;172,287.28247,61.191513,62.011887,70.30946,64.8596,59.902557,62.468582,68.89104
173,329.005173268274,13.641479,,,,5,27,[M+H]+,,1,176,327.99788,92.482414,89.12533,40.667885,80.3221,70.244095,104.125854,89.122574
174,327.008181913759,13.647453,,,,5,28,[M+H]+,,2,175;174,326.00082,106.905815,69.34256,99.40037,75.70727,47.8842,106.72025,102.016754
175,348.989947274551,13.639991,,,,5,28,[M+Na]+,,2,175;174,326.00082,168.1528,158.02637,166.66269,155.5233,119.84856,155.39322,172.5951
176,350.987090280704,13.6399975,,,,5,27,[M+Na]+,,2,176;173,327.99788,160.52592,147.02722,170.29585,148.54285,165.34311,163.7423,185.16362
177,244.26353935281,13.675616,,,,,,,,,,,153.92427,161.143,154.25365,164.3964,158.62025,169.65503,157.63945
178,304.284684673312,13.764395,,,,,,,,,,,304.1169,284.6702,280.75717,275.77094,293.3006,283.42065,310.25342
179,302.26881464819,13.953717,,,,,,,,,,,180.57791,187.43703,183.54579,188.79086,190.41551,185.58514,208.69539
180,249.182607012724,14.363577,,,,47,,,,,,,151.15172,157.73477,148.90253,144.0739,136.2006,152.041,167.24883
181,253.177485905986,14.366791,,,,47,,,,,,,75.75336,82.9931,68.46579,83.287224,71.139534,73.5114,71.03355
182,316.320982765367,14.461743,,,,,,,,,,,72.00517,67.45352,47.989838,56.746426,18.882763,48.703682,74.10967
183,316.321008763387,14.574464,,,,,,,,,,,135.80698,154.54128,143.84851,128.1489,149.83626,124.26032,151.19753
184,245.11491454331,14.587824,,,,,,,,,,,294.14105,286.763,291.61514,270.1808,286.33496,263.8386,291.9701
185,170.096532254724,14.606002,,,,,,,,,,,158.9084,180.41457,175.90852,229.92273,158.01892,135.45316,188.91722
186,310.235348204181,14.637197,,,,18,29,[M+Na]+,,2,187;186,287.24612,266.1035,245.44635,242.07967,231.69804,242.22754,273.56866,255.54764
187,288.253394157813,14.637222,,,,18,29,[M+H]+,,2,187;186,287.24612,202.32832,181.80449,183.11227,202.52174,202.05847,194.55823,211.38509
188,412.117876311077,14.758824,,,,28,30,[M+H]+,,2,189;188,411.11059,933.0437,921.8041,967.0765,976.30945,929.2608,943.81976,930.7914
189,434.099801744537,14.758824,,,,28,30,[M+Na]+,,2,189;188,411.11059,94.12846,96.90589,100.08056,96.65142,112.042885,103.599556,100.346596
